Signature: 2/4, Ticks per Beat: 4
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16;LBDM1;LBDM2;refLBDM1;refLBDM2;temperley;simple0-0-0
0,0;-1;1;1;0;62;0,124;-1;1,0;0;0;0;0;0;0
0,125;-1;1;1;1;64;0,124;-1;1,0;0;0;0;0;0;0
0,25;-1;1;1;2;65;0,124;-1;1,0;0;0;0;0;0;0
0,375;-1;1;1;3;67;0,124;-1;1,0;0;0;0;0;0;0
0,5;-1;1;2;0;69;0,249;-1;2,0;0;0;0;0;0;0
0,75;-1;1;2;2;69;0,249;-1;2,0;0;0;0;0;0;0
1,0;-1;2;1;0;70;0,249;-1;2,0;0;0;0;0;0;0
1,25;-1;2;1;2;70;0,249;-1;2,0;0;0;0;0;0;0
1,5;-1;2;2;0;69;0,499;-1;4,0;0;0;0;0;0;0
2,0;-1;3;1;0;65;0,124;-1;1,0;0;0;0;0;0;0
2,125;-1;3;1;1;64;0,124;-1;1,0;0;0;0;0;0;0
2,25;-1;3;1;2;65;0,124;-1;1,0;0;0;0;0;0;0
2,375;-1;3;1;3;67;0,124;-1;1,0;0;0;0;0;0;0
2,5;-1;3;2;0;69;0,249;-1;2,0;0;0;0;0;0;0
2,75;-1;3;2;2;62;0,249;-1;2,0;0;0;0;0;0;0
3,0;-1;4;1;0;70;0,249;-1;2,0;0;0;0;0;0;0
3,25;-1;4;1;2;70;0,249;-1;2,0;0;0;0;0;0;0
3,5;-1;4;2;0;69;0,499;-1;4,0;0;0;0;0;0;0
4,0;-1;5;1;0;68;0,249;-1;2,0;0;0;0;0;0;0
4,25;-1;5;1;2;68;0,249;-1;2,0;0;0;0;0;0;0
4,5;-1;5;2;0;67;0,499;-1;4,0;0;0;0;0;0;0
5,0;-1;6;1;0;66;0,249;-1;2,0;0;0;0;0;0;0
5,25;-1;6;1;2;66;0,249;-1;2,0;0;0;0;0;0;0
5,5;-1;6;2;0;65;0,499;-1;4,0;0;0;0;0;0;0
6,0;-1;7;1;0;64;0,249;-1;2,0;0;0;0;0;0;0
6,25;-1;7;1;2;63;0,249;-1;2,0;0;0;0;0;0;0
6,5;-1;7;2;0;64;0,249;-1;2,0;0;0;0;0;0;0
6,75;-1;7;2;2;63;0,249;-1;2,0;0;0;0;0;0;0
7,0;-1;8;1;0;64;0,249;-1;2,0;0;0;0;0;0;0
7,5;-1;8;2;0;69;0,499;-1;4,0;0;0;0;0;0;0
8,0;-1;9;1;0;70;0,124;-1;1,0;0;0;0;0;0;0
8,125;-1;9;1;1;69;0,124;-1;1,0;0;0;0;0;0;0
8,25;-1;9;1;2;67;0,124;-1;1,0;0;0;0;0;0;0
8,375;-1;9;1;3;69;0,124;-1;1,0;0;0;0;0;0;0
8,5;-1;9;2;0;70;0,249;-1;2,0;0;0;0;0;0;0
8,75;-1;9;2;2;73;0,249;-1;2,0;0;0;0;0;0;0
9,0;-1;10;1;0;74;0,249;-1;2,0;0;0;0;0;0;0
9,25;-1;10;1;2;74;0,249;-1;2,0;0;0;0;0;0;0
9,5;-1;10;2;0;69;0,499;-1;4,0;0;0;0;0;0;0
10,0;-1;11;1;0;67;0,124;-1;1,0;0;0;0;0;0;0
10,125;-1;11;1;1;66;0,124;-1;1,0;0;0;0;0;0;0
10,25;-1;11;1;2;67;0,124;-1;1,0;0;0;0;0;0;0
10,375;-1;11;1;3;69;0,124;-1;1,0;0;0;0;0;0;0
10,5;-1;11;2;0;67;0,249;-1;2,0;0;0;0;0;0;0
10,75;-1;11;2;2;65;0,249;-1;2,0;0;0;0;0;0;0
11,0;-1;12;1;0;64;0,249;-1;2,0;0;0;0;0;0;0
11,25;-1;12;1;2;69;0,374;-1;3,0;0;0;0;0;0;0
11,625;-1;12;2;1;67;0,124;-1;1,0;0;0;0;0;0;0
11,75;-1;12;2;2;65;0,124;-1;1,0;0;0;0;0;0;0
11,875;-1;12;2;3;64;0,124;-1;1,0;0;0;0;0;0;0
12,0;-1;13;1;0;62;0,124;-1;1,0;0;0;0;0;0;0
12,125;-1;13;1;1;64;0,124;-1;1,0;0;0;0;0;0;0
12,25;-1;13;1;2;65;0,124;-1;1,0;0;0;0;0;0;0
12,375;-1;13;1;3;67;0,124;-1;1,0;0;0;0;0;0;0
12,5;-1;13;2;0;69;0,249;-1;2,0;0;0;0;0;0;0
12,75;-1;13;2;2;65;0,249;-1;2,0;0;0;0;0;0;0
13,0;-1;14;1;0;70;0,249;-1;2,0;0;0;0;0;0;0
13,25;-1;14;1;2;70;0,249;-1;2,0;0;0;0;0;0;0
13,5;-1;14;2;0;69;0,249;-1;2,0;0;0;0;0;0;0
13,75;-1;14;2;2;74;0,249;-1;2,0;0;0;0;0;0;0
14,0;-1;15;1;0;72;0,124;-1;1,0;0;0;0;0;0;0
14,125;-1;15;1;1;70;0,124;-1;1,0;0;0;0;0;0;0
14,25;-1;15;1;2;69;0,124;-1;1,0;0;0;0;0;0;0
14,375;-1;15;1;3;67;0,124;-1;1,0;0;0;0;0;0;0
14,5;-1;15;2;0;65;0,249;-1;2,0;0;0;0;0;0;0
14,75;-1;15;2;2;64;0,249;-1;2,0;0;0;0;0;0;0
15,0;-1;16;1;0;62;0,499;-1;4,0;0;0;0;0;1;0
