Signature: 4/4, Ticks per Beat: 2
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16;LBDM1;LBDM2;refLBDM1;refLBDM2;temperley;simple0-0-0
0,0;-1;1;1;0;56;0,749;-1;3,0;0;0;0;0;0;0
0,75;-1;1;2;1;54;0,249;-1;1,0;0;0;0;0;0;0
1,0;-1;1;3;0;52;0,499;-1;2,0;0;0;0;0;0;0
1,5;-1;1;4;0;53;0,249;-1;1,0;0;0;0;0;0;0
1,75;-1;1;4;1;49;0,249;-1;1,0;0;0;0;0;0;0
2,0;-1;2;1;0;52;0,499;-1;2,0;0;0;0;0;0;0
2,5;-1;2;2;0;48;0,749;-1;3,0;0;0;0;0;0;0
3,25;-1;2;3;1;46;0,249;-1;1,0;0;0;0;0;0;0
3,5;-1;2;4;0;49;0,249;-1;1,0;0;0;0;0;0;0
3,75;-1;2;4;1;53;0,249;-1;1,0;0;0;0;0;0;0
4,0;-1;3;1;0;57;0,749;-1;3,0;0;0;0;0;0;0
4,75;-1;3;2;1;59;0,249;-1;1,0;0;0;0;0;0;0
5,0;-1;3;3;0;55;0,499;-1;2,0;0;0;0;0;0;0
5,5;-1;3;4;0;51;0,249;-1;1,0;0;0;0;0;0;0
5,75;-1;3;4;1;54;0,249;-1;1,0;0;0;0;0;0;0
6,0;-1;4;1;0;57;0,749;-1;3,0;0;0;0;0;0;0
6,75;-1;4;2;1;60;0,249;-1;1,0;0;0;0;0;0;0
7,0;-1;4;3;0;56;0,499;-1;2,0;0;0;0;0;0;0
7,5;-1;4;4;0;52;0,249;-1;1,0;0;0;0;0;0;0
7,75;-1;4;4;1;55;0,249;-1;1,0;0;0;0;0;0;0
8,0;-1;5;1;0;59;0,749;-1;3,0;0;0;0;0;0;0
8,75;-1;5;2;1;56;0,249;-1;1,0;0;0;0;0;0;0
9,0;-1;5;3;0;51;0,499;-1;2,0;0;0;0;0;0;0
9,5;-1;5;4;0;49;0,499;-1;2,0;0;0;0;0;0;0
10,0;-1;6;1;0;53;0,249;-1;1,0;0;0;0;0;0;0
10,25;-1;6;1;1;52;0,249;-1;1,0;0;0;0;0;0;0
10,5;-1;6;2;0;47;0,999;-1;4,0;0;0;0;0;0;0
11,5;-1;6;4;0;45;0,499;-1;2,0;0;0;0;0;0;0
12,0;-1;7;1;0;48;0,499;-1;2,0;0;0;0;0;0;0
12,5;-1;7;2;0;44;0,499;-1;2,0;0;0;0;0;0;0
13,0;-1;7;3;0;47;0,749;-1;3,0;0;0;0;0;0;0
13,75;-1;7;4;1;43;0,249;-1;1,0;0;0;0;0;0;0
14,0;-1;8;1;0;42;0,249;-1;1,0;0;0;0;0;0;0
14,25;-1;8;1;1;45;0,249;-1;1,0;0;0;0;0;0;0
14,5;-1;8;2;0;49;0,999;-1;4,0;0;0;0;0;0;0
15,5;-1;8;4;0;47;0,249;-1;1,0;0;0;0;0;0;0
15,75;-1;8;4;1;48;0,249;-1;1,0;0;0;0;0;0;0
16,0;-1;9;1;0;53;0,499;-1;2,0;0;0;0;0;0;0
16,5;-1;9;2;0;52;0,499;-1;2,0;0;0;0;0;0;0
17,0;-1;9;3;0;49;0,499;-1;2,0;0;0;0;0;0;0
17,5;-1;9;4;0;51;0,499;-1;2,0;0;0;0;0;0;0
18,0;-1;10;1;0;48;1,499;-1;6,0;0;0;0;0;1;0
