Signature: 4/4, Ticks per Beat: 2
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16;LBDM1;LBDM2;refLBDM1;refLBDM2;temperley;simple0-0-0
0,0;-1;1;1;0;44;0,499;-1;2,0;0;0;0;0;0;0
0,5;-1;1;2;0;48;0,499;-1;2,0;0;0;0;0;0;0
1,5;-1;1;4;0;51;0,499;-1;2,0;0;0;0;0;0;0
2,0;-1;2;1;0;56;0,499;-1;2,0;0;0;0;0;0;0
2,5;-1;2;2;0;53;0,499;-1;2,0;0;0;0;0;0;0
3,5;-1;2;4;0;56;0,499;-1;2,0;0;0;0;0;0;0
4,0;-1;3;1;0;51;0,499;-1;2,0;0;0;0;0;0;0
4,5;-1;3;2;0;48;0,499;-1;2,0;0;0;0;0;0;0
5,5;-1;3;4;0;44;0,499;-1;2,0;0;0;0;0;0;0
6,0;-1;4;1;0;46;0,499;-1;2,0;0;0;0;0;0;0
7,0;-1;4;3;0;48;0,499;-1;2,0;0;0;0;0;0;0
7,5;-1;4;4;0;46;0,499;-1;2,0;0;0;0;0;0;0
8,0;-1;5;1;0;44;0,499;-1;2,0;0;0;0;0;0;0
8,5;-1;5;2;0;48;0,499;-1;2,0;0;0;0;0;0;0
9,5;-1;5;4;0;51;0,499;-1;2,0;0;0;0;0;0;0
10,0;-1;6;1;0;49;0,499;-1;2,0;0;0;0;0;0;0
10,5;-1;6;2;0;53;0,499;-1;2,0;0;0;0;0;0;0
11,5;-1;6;4;0;56;0,499;-1;2,0;0;0;0;0;0;0
12,0;-1;7;1;0;51;0,499;-1;2,0;0;0;0;0;0;0
13,25;-1;7;3;1;51;0,249;-1;1,0;0;0;0;0;0;0
13,5;-1;7;4;0;51;0,249;-1;1,0;0;0;0;0;0;0
13,75;-1;7;4;1;51;0,249;-1;1,0;0;0;0;0;0;0
14,0;-1;8;1;0;44;0,999;-1;4,0;0;0;0;0;1;0
