Signature: 4/4, Ticks per Beat: 2
onset;onsetics;takt;beat;ticks;pitch;durs;durtic;dur16;LBDM1;LBDM2;refLBDM1;refLBDM2;temperley;simple0-0-0
0,5;-1;0;2;0;53;0,499;-1;2,0;0;0;0;0;0;0
1,0;-1;0;3;0;53;0,499;-1;2,0;0;0;0;0;0;0
1,5;-1;0;4;0;53;0,499;-1;2,0;0;0;0;0;0;0
2,0;-1;1;1;0;58;0,499;-1;2,0;0;0;0;0;0;0
2,5;-1;1;2;0;58;0,499;-1;2,0;0;0;0;0;0;0
3,0;-1;1;3;0;58;0,999;-1;4,0;0;0;0;0;0;0
4,5;-1;2;2;0;58;0,499;-1;2,0;0;0;0;0;0;0
5,0;-1;2;3;0;57;0,499;-1;2,0;0;0;0;0;0;0
5,5;-1;2;4;0;58;0,499;-1;2,0;0;0;0;0;0;0
6,0;-1;3;1;0;56;0,999;-1;4,0;0;0;0;0;0;0
7,0;-1;3;3;0;51;0,999;-1;4,0;0;0;0;0;0;0
8,0;-1;4;1;0;50;0,499;-1;2,0;0;0;0;0;0;0
8,5;-1;4;2;0;50;0,249;-1;1,0;0;0;0;0;0;0
8,75;-1;4;2;1;55;0,249;-1;1,0;0;0;0;0;0;0
9,0;-1;4;3;0;54;0,999;-1;4,0;0;0;0;0;0;0
10,0;-1;5;1;0;53;0,499;-1;2,0;0;0;0;0;0;0
10,5;-1;5;2;0;53;0,249;-1;1,0;0;0;0;0;0;0
10,75;-1;5;2;1;58;0,249;-1;1,0;0;0;0;0;0;0
11,0;-1;5;3;0;59;0,999;-1;4,0;0;0;0;0;0;0
12,0;-1;6;1;0;61;0,499;-1;2,0;0;0;0;0;0;0
12,5;-1;6;2;0;60;0,499;-1;2,0;0;0;0;0;0;0
13,0;-1;6;3;0;55;0,749;-1;3,0;0;0;0;0;0;0
13,75;-1;6;4;1;57;0,249;-1;1,0;0;0;0;0;0;0
14,0;-1;7;1;0;59;0,249;-1;1,0;0;0;0;0;0;0
14,25;-1;7;1;1;57;0,249;-1;1,0;0;0;0;0;0;0
14,5;-1;7;2;0;56;0,499;-1;2,0;0;0;0;0;0;0
15,0;-1;7;3;0;56;0,249;-1;1,0;0;0;0;0;0;0
15,25;-1;7;3;1;53;0,249;-1;1,0;0;0;0;0;0;0
15,5;-1;7;4;0;52;0,499;-1;2,0;0;0;0;0;0;0
16,0;-1;8;1;0;50;0,499;-1;2,0;0;0;0;0;0;0
16,5;-1;8;2;0;50;0,249;-1;1,0;0;0;0;0;0;0
16,75;-1;8;2;1;55;0,249;-1;1,0;0;0;0;0;0;0
17,0;-1;8;3;0;54;0,499;-1;2,0;0;0;0;0;0;0
17,5;-1;8;4;0;49;0,499;-1;2,0;0;0;0;0;0;0
18,0;-1;9;1;0;51;0,499;-1;2,0;0;0;0;0;0;0
18,5;-1;9;2;0;46;0,499;-1;2,0;0;0;0;0;0;0
19,0;-1;9;3;0;45;0,499;-1;2,0;0;0;0;0;1;0
